"zip_code","year","avg_income","density"
10022,2022,65643.445730754,66.1251960228122
10034,2022,44187.7078677774,2.13087678554399
10036,2022,64654.4989777263,3.79703130694844
10039,2022,63213.2254119204,835.79091947286
10044,2022,62494.7986621948,73.1852410278417
10054,2022,42112.8781138518,192.364758222568
10062,2022,86774.9970770506,62.1311382798301
10066,2022,73598.4518539374,6.65535970414857
10076,2022,61283.9362200105,1353.0429532391
10081,2022,84687.4552083794,388.263440794704
10111,2022,43713.7433716725,161.919534687934
10113,2022,53938.1119669685,1522.75131149099
10115,2022,70420.2599620399,20.072120509894
10121,2022,31076.4716350321,0.0751167700607278
10124,2022,54266.5177254735,31.7454251952738
10129,2022,70140.3379040475,387.347196674791
10131,2022,34212.8400593158,1070.50497152578
10135,2022,39517.7293967343,17.1580770290276
10138,2022,85858.7364390837,208.751728346917
10139,2022,80839.4629806249,445.814609607274
10141,2022,62062.8503312095,862.802862958467
10142,2022,50502.1986334797,115.713558700124
10153,2022,51177.6869374084,894.751967586267
10205,2022,60242.8172538231,719.732109518774
10210,2022,48239.9951047324,508.18774745964
10214,2022,49917.1849927847,41.6275122373712
10230,2022,43232.4017778635,28.4659890310284
10242,2022,91054.1475624684,307.784703545485
10252,2022,47337.4750537114,409.198209176578
10254,2022,61093.3566693574,287.777458454827
10280,2022,64186.4296802979,21.734595475404
10295,2022,31851.1587026876,1800.29297490908
10307,2022,52659.5564777867,211.222314098001
10312,2022,38659.0959641048,185.984406439965
10323,2022,62202.3105206974,2.63463229654269
10328,2022,33115.3808689891,4.17316734342079
10330,2022,53746.4531599633,205.204306555
10334,2022,55927.5181110582,520.24775857912
10354,2022,60501.0938405033,22.8108651775592
10355,2022,82525.6845230355,93.3222742144218
10374,2022,49286.3029025345,1075.67772395929
10381,2022,49296.7331593706,1049.00608874078
10389,2022,40709.9445835901,56.1724940315214
10392,2022,55757.9028634195,100.380264074204
10398,2022,53695.4351280219,659.177735692065
10403,2022,46221.7923563239,49.3381910902653
10406,2022,60272.8224197863,172.795551431649
10410,2022,69501.9470522717,1074.88964808588
10418,2022,69917.3842099196,60.3294487594216
10427,2022,70104.3882853376,219.046232634509
10428,2022,56037.223321228,24.7656275146638
10449,2022,58754.6971247139,472.517478409824
10453,2022,57575.9193114682,7.823686550393
10468,2022,56380.6535592061,197.927893362292
10479,2022,71545.0841903772,310.402376289137
10506,2022,47867.3118737339,616.092868839082
10513,2022,74557.9001198926,447.882039006165
10514,2022,68158.3996879288,214.817017023746
10517,2022,56821.3857233491,153.342773401854
10525,2022,74912.9215924051,1.9672174331172
10531,2022,75740.8071886007,32.84182930682
10540,2022,58492.4307238334,605.267904984865
10560,2022,56399.2123673678,1181.18255835243
10565,2022,61962.8984814984,2204.97943034826
10570,2022,40320.0717831997,551.305301867144
10577,2022,65666.3158023451,438.164497961503
10597,2022,57597.5572422917,135.233488769261
10598,2022,51520.1115090137,9.85849032744699
10623,2022,81201.3107660421,175.101012427789
10630,2022,59200.0721274788,165.405608051621
10632,2022,70830.5561048354,226.475054701887
10633,2022,36832.5829830047,108.81903652042
10635,2022,56039.0326629392,1023.30972145441
10651,2022,84854.4404519409,37.2515677526332
10654,2022,55215.744339061,108.977467295804
10660,2022,62268.4688763022,12.5853143591473
10668,2022,27266.5886341411,7.36675417660927
10670,2022,59207.6369290438,6.27399657304874
10676,2022,70127.7270385712,4.95308529087946
10680,2022,47914.1808083923,19.6161632366259
10682,2022,72589.4378256058,1416.71924635511
10683,2022,39672.4844006338,0.103202877412054
10693,2022,64400.0269828002,1064.76183153377
10696,2022,54608.259611445,66.8783165337849
10705,2022,62629.2664980094,12.6651805182089
10706,2022,47256.057183568,320.593301064529
10710,2022,57019.4767728126,53.7708216840116
10718,2022,46078.2007483984,532.278410487566
10719,2022,54436.600299365,2.89698095968292
10720,2022,47462.4583607685,41.292938599632
10723,2022,105880.794590748,631.036856854436
10736,2022,50590.6648189474,99.6309804256648
10741,2022,58616.7092143934,97.1228405316623
10747,2022,53463.8971840188,119.449158173591
10748,2022,78358.0604303065,5.19646367040866
10761,2022,90924.394368493,0.273700522255178
10770,2022,62075.696623215,166.575601264447
10773,2022,53695.3263075049,1675.1477895281
10784,2022,77812.7556203178,270.111147411875
10805,2022,40550.91086379,48.9477546700685
10808,2022,56008.3552532287,26.6475768119155
10815,2022,52607.5652604178,149.056095873465
10820,2022,79531.4892656889,0.818431563836951
10833,2022,37137.5683521521,106.469724623897
10836,2022,72286.3708484151,347.667717862877
10837,2022,43140.3425010407,193.498803624215
10844,2022,44970.4876890763,130.361284758076
10867,2022,79862.2334526959,621.29694624369
10868,2022,40603.1039696371,2327.08957115346
10880,2022,58982.3600775166,287.951747972176
10898,2022,61674.8853993703,45.5730485923031
10899,2022,37768.0825264278,470.016739735205
10905,2022,52502.405101734,0.836710431346398
10933,2022,77985.2867808158,98.479873457051
10947,2022,53644.2346617983,379.450394518938
10948,2022,63482.5034407477,46.5590055333988
10957,2022,35620.6613000126,1512.02158089447
10961,2022,68882.4821779721,805.737308688824
10983,2022,68399.440348073,787.756262285687
10984,2022,64813.5031825894,1199.9380796041
10991,2022,43913.0998557929,0.490975776222425
10994,2022,45297.4268053537,600.10455660013
11023,2022,62423.8861211471,48.8588004920731
11025,2022,29417.421694254,1522.94543896673
11029,2022,86481.2638587518,1753.65585870467
11030,2022,71310.1885757469,79.3820332105807
11038,2022,51344.3883914554,363.161150778972
11040,2022,57293.5700142794,222.670661187841
11071,2022,49229.4420892213,3.78147925119989
11090,2022,93483.383940025,662.523319543511
11091,2022,43600.1774033609,1670.14008275709
11096,2022,48232.5944238744,59.3708547670457
11098,2022,30739.1754637545,203.987018596599
11111,2022,64243.1368498251,5.37120282858051
11124,2022,65692.3653266408,463.098954525733
11137,2022,81452.5661996389,85.2827900050002
11163,2022,89203.9491691829,550.734449454346
11167,2022,50352.8473789895,997.678030479632
11171,2022,32093.9725148854,62.198653553369
11173,2022,64790.0299501312,36.9900528881782
11187,2022,50411.3666355387,107.795202715788
11209,2022,59964.7031771583,517.377321702754
11231,2022,49177.589795067,206.164763724182
11262,2022,82547.0673823792,1002.03918701378
11271,2022,69057.3867510203,1575.63959557895
11274,2022,78142.3260829221,62.1792407015184
11275,2022,61291.5188280663,450.972424684234
11276,2022,70114.9265780152,3.23066740952075
11284,2022,89749.233458036,0.0241225859144298
11287,2022,61998.2605402247,0.0422381008862487
11289,2022,48215.6944684763,136.83576653874
11293,2022,46190.3754525121,43.6884718889948
11306,2022,35015.7977737957,17.6802158168999
11310,2022,74221.6238983769,93.7226482205775
11319,2022,43622.9622011762,898.586678939452
11342,2022,41443.1594466248,80.687534386514
11349,2022,73808.7716729304,15.1305621266102
11360,2022,48139.0141954312,2954.31763946763
11362,2022,61037.9504916809,29.9665216892679
11374,2022,67401.6427950287,891.86875446353
11378,2022,92244.6914432552,238.287076689062
11380,2022,61787.7020298065,1073.71480191251
11381,2022,71961.5251041672,668.402942017572
11395,2022,49663.4095313735,303.015060399559
11396,2022,86250.3065464809,0.00181030263910465
11397,2022,62164.7437963882,346.115152553144
11462,2022,53221.1852153921,79.3615718017757
11470,2022,75544.3776024769,156.860529478881
11479,2022,84449.3503414493,4.45595593277503
11480,2022,42133.2208675216,6.89066772467782
11482,2022,55802.1040499338,456.058184379438
11486,2022,86826.9780824188,1.72159762213566
11489,2022,71454.6071464629,103.3965606355
11504,2022,35627.1687982726,333.499823256426
11509,2022,55921.1515307366,290.435068294364
11531,2022,90190.2885906097,196.484797720196
11556,2022,55863.8553762368,1147.8648057169
11575,2022,31429.7670394859,65.49711634043
11579,2022,81828.4485167682,208.17787184784
11614,2022,53034.770794176,195.146612626142
11617,2022,66132.8584342727,214.13039699585
11658,2022,79861.1867369809,1126.3050258944
11667,2022,47974.7517175253,813.603814693659
11677,2022,83094.4783151988,0.361490917552946
11682,2022,58514.2172147343,599.418036114366
11716,2022,54383.6859736256,206.490876349964
11725,2022,44876.202076955,192.450106179165
11729,2022,38245.549238484,63.029006746698
11740,2022,27713.0232056198,22.5503077188936
11745,2022,60427.1365494592,411.026452614318
11747,2022,72359.6788231551,139.161868542263
11749,2022,77706.0482410187,141.114005634314
11754,2022,53123.4625730058,97.5310276957291
11768,2022,93752.450046158,133.511176642037
11772,2022,67234.8805755583,120.356455302774
11792,2022,52321.0358924551,284.140357983835
11799,2022,56264.4689369546,122.48808173239
11800,2022,60725.8422600827,65.4173231730196
11830,2022,48403.4821900488,333.696307686974
11842,2022,46846.4424471958,17.4702520594728
11849,2022,55139.9249042322,706.280802692957
11874,2022,78487.5769410773,2307.61368777917
11879,2022,60552.9820786617,69.8239230752121
11883,2022,63658.3928887985,1292.93210271802
11890,2022,86158.8566578326,362.414328539129
11891,2022,67761.4660613516,0.00735286157728625
11908,2022,45937.6081749446,762.654391879669
11917,2022,76368.8495763568,555.586467953953
11931,2022,76586.7777497989,0.776090585208736
11935,2022,74970.1812865554,72.7424376017479
11941,2022,70753.8461499221,28.9088550957677
11948,2022,55776.2733216599,504.459774157408
11949,2022,41939.2817754901,194.961006240411
11960,2022,57263.0210520133,347.505691920117
11969,2022,64515.7093120862,409.457506361675
11973,2022,84702.5316530163,68.8682385466298
11996,2022,44239.8936610681,142.428213169551
12000,2022,65444.8352642956,1878.94915703836
12002,2022,60159.5888475487,249.831791727921
12010,2022,52483.5885565309,19.1988153869372
12015,2022,60181.5358257112,3.34756885963904
12043,2022,75861.6001197099,1864.14790385562
12045,2022,61038.51367612,148.811998449802
12053,2022,33294.2554638765,2.89482774542824
12058,2022,46487.57713414,75.1511642541884
12059,2022,19705.119514986,1.47631857639448
12063,2022,53178.9070623266,0.328728986406204
12070,2022,78504.8032427448,1023.62094366204
12073,2022,58654.675100043,729.421063173142
12074,2022,55897.4947109771,516.998395060053
12086,2022,68704.2930137578,141.310488366275
12095,2022,89244.9779185179,182.730145900216
12097,2022,64921.972407924,210.227132893742
12115,2022,60817.0279714054,261.878771932561
12130,2022,80528.5054585812,30.7136487612186
12131,2022,91439.6527337644,84.9415924556758
12132,2022,55148.1418647493,1277.10557975667
12144,2022,58622.7858637452,408.392101690729
12161,2022,42290.7587588325,2.80734555578097
12179,2022,64372.1609520721,96.4444817530176
12192,2022,50129.1534802919,271.836548789195
12193,2022,56179.7027821525,912.348875511811
12208,2022,36635.7831235876,226.236644955324
12219,2022,63278.2234914312,451.969903329224
12226,2022,45016.6334109602,48.912475861547
12229,2022,78142.5643308103,784.380388107623
12230,2022,40992.0991915052,1112.95677357816
12232,2022,53091.3658156501,9.02154080938497
12233,2022,65799.8047900111,563.773646081644
12238,2022,80718.9858642845,21.6907841286542
12245,2022,63849.474612874,43.1548044665642
12247,2022,57477.3764507136,1098.04315328656
12252,2022,61219.4191426129,172.378177691294
12253,2022,59759.4761344154,0.589223732333545
12288,2022,49351.5419913358,374.115407549376
12291,2022,52771.7650290977,10.0415981807549
12304,2022,63357.878023804,257.366936714211
12305,2022,80724.1964377628,314.299224159491
12326,2022,35960.5734443674,214.250295333381
12334,2022,52658.5952353015,1976.30756412254
12349,2022,67410.9631782743,211.013738347743
12401,2022,61796.6999850168,172.679193600164
12402,2022,76378.2750310021,187.039483158098
12406,2022,71272.4497679512,398.321782612515
12419,2022,74129.0945290663,27.177835099272
12422,2022,54240.790946131,1061.13283435754
12423,2022,58850.2896548875,2610.0595884674
12433,2022,74569.2962830577,278.508781933424
12434,2022,41277.6740364913,14.9216419756341
12441,2022,65383.6695066495,129.810939102845
12442,2022,59175.1915098793,0.88574507387045
12443,2022,60630.0285564177,3.14596656464706
12449,2022,80606.2456142171,353.338799673785
12452,2022,68152.0010359973,60.6670138722831
12460,2022,71818.7545339824,79.493135609457
12472,2022,58709.1628889083,88.5705174155141
12477,2022,58753.7814528252,225.678347193562
12481,2022,32249.6491975788,136.612450226256
12484,2022,78996.2881159544,11.9818460427793
12486,2022,47902.967667016,456.884363692055
12501,2022,67243.7962143893,133.585090528131
12504,2022,83365.4006397735,117.442398309048
12510,2022,59359.2427450556,99.454515076295
12531,2022,58293.1911060068,257.001830950725
12534,2022,39616.2779050577,1006.38106582118
12535,2022,80535.2126776303,21.8918963539215
12538,2022,69539.4470140444,530.646846013228
12552,2022,77633.3820003923,195.401324863731
12556,2022,55639.4635983041,65.9758700163236
12564,2022,56932.9204103206,87.060504837857
12565,2022,46602.8299907086,78.7715262402648
12579,2022,54084.6519429506,1.68124218676086
12599,2022,48720.4700874421,139.662203202543
12618,2022,48852.7224227659,2903.48613932844
12621,2022,50835.7210406856,468.378451833226
12637,2022,68332.0980618092,0.000794015716352664
12640,2022,44548.5476279299,1090.77407808587
12643,2022,47209.582750678,140.05501461412
12656,2022,53748.100950276,771.418369230757
12662,2022,61643.6262722103,4.87905559654665
12663,2022,44836.1133537998,1365.56507165476
12670,2022,43464.4167586362,511.484040859861
12679,2022,70789.9728208804,331.602791369929
12710,2022,69362.0208006453,98.1156757955518
12720,2022,37599.373643474,918.88350081375
12722,2022,36731.404105218,64.3221886036563
12728,2022,63035.6770925153,0.353233649719424
12730,2022,62126.2716389119,35.117589697857
12734,2022,78678.0259964744,626.212200380874
12749,2022,68842.0141731396,189.497103162848
12754,2022,53058.6838730505,147.956751494782
12770,2022,53957.4138671548,6.64597104637682
12783,2022,89650.8848693681,131.594194928871
12791,2022,62547.1209826281,366.049136977846
12792,2022,57146.4803471417,569.930389914983
12793,2022,69393.4010521697,0.133721651108
12800,2022,72137.678121108,145.697143932815
12808,2022,61851.7825027211,308.799114753556
12811,2022,64927.177705096,483.141521806232
12816,2022,41262.3252335854,34.528423323722
12836,2022,71516.9171932645,44.5348010132538
12846,2022,43425.6221490859,442.689592110115
12847,2022,36691.9808481582,46.6982185428704
12859,2022,55515.1041592226,28.4866059564858
12869,2022,57079.9261223277,1177.88962407531
12884,2022,38741.3105163078,363.360675334161
12886,2022,87222.9901808122,1.50991102746046
12891,2022,50131.5710653974,170.178208118742
12911,2022,61958.2972701319,59.4326015517137
12926,2022,58731.5971240988,945.120127165845
12927,2022,88476.5277280102,14.085836136941
12935,2022,56754.4014444003,0.979739382031909
12937,2022,69307.4556437663,23.2576282786885
12947,2022,66694.3823223111,110.96537828031
12952,2022,89237.989586372,1987.74297319008
12953,2022,63338.7080041456,32.6784349243111
12956,2022,57968.8339979972,430.200648722764
12971,2022,73041.3293417866,1.39398979707445
12972,2022,55438.4101640172,0.565080298797482
12984,2022,50227.2448135288,472.117628239961
12986,2022,39513.7975056263,60.7145846186119
13007,2022,50521.6600098401,89.496953214011
13009,2022,68881.8683534129,452.518547005327
13014,2022,85932.561866172,564.98202658397
13041,2022,40129.0852450793,1070.48581688755
13049,2022,37282.9975705672,85.7834263171507
13087,2022,55270.3403586591,93.1906254693777
13100,2022,56075.5469862047,0.623783049099609
13106,2022,80882.1426468358,1472.47532787028
13107,2022,52367.3178814057,718.451916641079
13113,2022,75261.7740068117,157.88449180568
13130,2022,67228.0466563516,1525.64774763349
13152,2022,74968.4481720776,50.4408715055845
13156,2022,79025.3266116284,129.43087914407
13158,2022,47858.3391533383,185.358578243886
13166,2022,85923.3638821437,0.423458594490146
13186,2022,55060.8475488127,285.295187986534
13196,2022,53325.2612761111,67.5169752798386
13203,2022,59783.7819994483,13.3546505689875
13214,2022,49820.343250245,0.44629207024712
13218,2022,64564.8261847226,1.2363874896084
13222,2022,77390.2059811509,643.797824591229
13243,2022,38625.2286624186,23.7325633815267
13246,2022,81735.5463668188,34.3283578047724
13251,2022,55416.9909104256,3.5292669825005
13271,2022,52140.4095037267,256.872929850544
13274,2022,66553.5894294677,16.8237905008067
13279,2022,74631.0884331044,55.9178827173096
13307,2022,88747.8142418182,1541.46673418244
13315,2022,58178.4008892449,879.458056139506
13319,2022,47345.3170161265,28.5299808203342
13321,2022,65717.308460585,576.789047036744
13323,2022,47871.2489103493,1623.35039146511
13325,2022,49991.6577869555,1.63056856557979
13343,2022,89715.7046300846,135.036971831879
13344,2022,78842.2078493304,140.20594604158
13348,2022,48566.0041757278,730.418510706321
13354,2022,60869.148149567,0.00265488771308415
13369,2022,40003.432644498,1323.70422561945
13370,2022,60955.3295684411,0.939949558100752
13371,2022,75228.891122114,444.814745631809
13374,2022,51286.45048633,0.222287995061632
13383,2022,82707.2490319293,134.636697758996
13394,2022,69608.2811295798,407.351776575352
13401,2022,64863.0763722304,70.3292939225647
13405,2022,48122.8874310431,1071.93717494385
13416,2022,57076.3062130772,431.708301992072
13428,2022,69082.5280105342,16.9378267671393
13443,2022,52494.9129855997,369.752439101507
13460,2022,54985.9880136662,183.8764638561
13467,2022,72036.9504399881,246.07264734968
13473,2022,79870.3556889728,1961.95687442512
13493,2022,48316.6105519438,127.013997160889
13504,2022,46957.7025100615,17.8896792600736
13517,2022,59030.1368628049,5.1868405262789
13548,2022,27995.6126840403,476.786317037581
13570,2022,30389.9635580584,20.7119853829
13572,2022,55418.5670898877,255.478310854879
13578,2022,48950.9532942502,142.971008249542
13589,2022,96819.1582711794,104.837434778644
